target_item_id,source_id,method,confidence
minecraft:cyan_wool,minecraft:cyan_wool,identity,high
minecraft:damaged_anvil,minecraft:damaged_anvil,identity,high
minecraft:dandelion,minecraft:dandelion,identity,high
minecraft:danger_pottery_sherd,minecraft:danger_pottery_sherd,identity,high
minecraft:dark_oak_boat,minecraft:dark_oak_boat,identity,high
minecraft:dark_oak_button,minecraft:dark_oak_button,identity,high
minecraft:dark_oak_chest_boat,minecraft:dark_oak_boat,auto,medium
minecraft:dark_oak_chest_boat,minecraft:dark_oak_chest_boat,identity,high
minecraft:dark_oak_door,minecraft:dark_oak_door,identity,high
minecraft:dark_oak_fence,minecraft:dark_oak_fence,identity,high
minecraft:dark_oak_fence,minecraft:dark_oak_planks,auto,medium
minecraft:dark_oak_fence_gate,minecraft:dark_oak_fence_gate,identity,high
minecraft:dark_oak_fence_gate,minecraft:dark_oak_planks,auto,medium
minecraft:dark_oak_hanging_sign,minecraft:dark_oak_hanging_sign,identity,high
minecraft:dark_oak_leaves,minecraft:dark_oak_leaves,identity,high
minecraft:dark_oak_log,minecraft:dark_oak_log,identity,high
minecraft:dark_oak_planks,minecraft:acacia_log,auto,medium
minecraft:dark_oak_planks,minecraft:birch_log,auto,medium
minecraft:dark_oak_planks,minecraft:cherry_log,auto,medium
minecraft:dark_oak_planks,minecraft:dark_oak_log,auto,medium
minecraft:dark_oak_planks,minecraft:dark_oak_planks,identity,high
minecraft:dark_oak_planks,minecraft:jungle_log,auto,medium
minecraft:dark_oak_planks,minecraft:mangrove_log,auto,medium
minecraft:dark_oak_planks,minecraft:oak_log,auto,medium
minecraft:dark_oak_planks,minecraft:spruce_log,auto,medium
minecraft:dark_oak_pressure_plate,minecraft:dark_oak_pressure_plate,identity,high
minecraft:dark_oak_sapling,minecraft:dark_oak_leaves,auto,medium
minecraft:dark_oak_sapling,minecraft:dark_oak_sapling,identity,high
minecraft:dark_oak_shelf,minecraft:dark_oak_shelf,identity,high
minecraft:dark_oak_sign,minecraft:dark_oak_planks,auto,medium
minecraft:dark_oak_sign,minecraft:dark_oak_sign,identity,high
minecraft:dark_oak_slab,minecraft:dark_oak_slab,identity,high
minecraft:dark_oak_stairs,minecraft:dark_oak_stairs,identity,high
minecraft:dark_oak_trapdoor,minecraft:dark_oak_trapdoor,identity,high
minecraft:dark_oak_wood,minecraft:dark_oak_wood,identity,high
minecraft:dark_prismarine,minecraft:dark_prismarine,identity,high
minecraft:dark_prismarine_slab,minecraft:dark_prismarine_slab,identity,high
minecraft:dark_prismarine_stairs,minecraft:dark_prismarine_stairs,identity,high
minecraft:daylight_detector,minecraft:daylight_detector,identity,high
minecraft:dead_brain_coral,minecraft:dead_brain_coral,identity,high
minecraft:dead_brain_coral_block,minecraft:dead_brain_coral_block,identity,high
minecraft:dead_brain_coral_fan,minecraft:dead_brain_coral_fan,identity,high
minecraft:dead_bubble_coral,minecraft:dead_bubble_coral,identity,high
minecraft:dead_bubble_coral_block,minecraft:dead_bubble_coral_block,identity,high
minecraft:dead_bubble_coral_fan,minecraft:dead_bubble_coral_fan,identity,high
minecraft:dead_bush,minecraft:dead_bush,identity,high
minecraft:dead_fire_coral,minecraft:dead_fire_coral,identity,high
minecraft:dead_fire_coral_block,minecraft:dead_fire_coral_block,identity,high
minecraft:dead_fire_coral_fan,minecraft:dead_fire_coral_fan,identity,high
minecraft:dead_horn_coral,minecraft:dead_horn_coral,identity,high
minecraft:dead_horn_coral_block,minecraft:dead_horn_coral_block,identity,high
minecraft:dead_horn_coral_fan,minecraft:dead_horn_coral_fan,identity,high
minecraft:dead_tube_coral,minecraft:dead_tube_coral,identity,high
minecraft:dead_tube_coral_block,minecraft:dead_tube_coral_block,identity,high
minecraft:dead_tube_coral_fan,minecraft:dead_tube_coral_fan,identity,high
minecraft:debug_stick,minecraft:debug_stick,identity,high
minecraft:decorated_pot,minecraft:decorated_pot,identity,high
minecraft:deepslate,minecraft:deepslate,identity,high
minecraft:deepslate_brick_slab,minecraft:deepslate_brick_slab,identity,high
minecraft:deepslate_brick_stairs,minecraft:deepslate_brick_stairs,identity,high
minecraft:deepslate_brick_wall,minecraft:deepslate_brick_wall,identity,high
minecraft:deepslate_bricks,minecraft:deepslate_bricks,identity,high
minecraft:deepslate_coal_ore,minecraft:deepslate_coal_ore,identity,high
minecraft:deepslate_copper_ore,minecraft:deepslate_copper_ore,identity,high
minecraft:deepslate_diamond_ore,minecraft:deepslate_diamond_ore,identity,high
minecraft:deepslate_emerald_ore,minecraft:deepslate_emerald_ore,identity,high
minecraft:deepslate_gold_ore,minecraft:deepslate_gold_ore,identity,high
minecraft:deepslate_iron_ore,minecraft:deepslate_iron_ore,identity,high
minecraft:deepslate_lapis_ore,minecraft:deepslate_lapis_ore,identity,high
minecraft:deepslate_redstone_ore,minecraft:deepslate_redstone_ore,identity,high
minecraft:deepslate_tile_slab,minecraft:deepslate_tile_slab,identity,high
minecraft:deepslate_tile_stairs,minecraft:deepslate_tile_stairs,identity,high
minecraft:deepslate_tile_wall,minecraft:deepslate_tile_wall,identity,high
minecraft:deepslate_tiles,minecraft:deepslate_tiles,identity,high
minecraft:detector_rail,minecraft:detector_rail,identity,high
minecraft:detector_rail,minecraft:redstone,auto,medium
minecraft:detector_rail,minecraft:stone_pressure_plate,auto,medium
minecraft:diamond,minecraft:deepslate_diamond_ore,auto,medium
minecraft:diamond,minecraft:diamond,identity,high
minecraft:diamond,minecraft:diamond_ore,auto,medium
minecraft:diamond_axe,minecraft:diamond_axe,identity,high
minecraft:diamond_block,minecraft:diamond_block,identity,high
minecraft:diamond_boots,minecraft:diamond_boots,identity,high
minecraft:diamond_chestplate,minecraft:diamond_chestplate,identity,high
minecraft:diamond_helmet,minecraft:diamond_helmet,identity,high
minecraft:diamond_hoe,minecraft:diamond_hoe,identity,high
minecraft:diamond_horse_armor,minecraft:diamond_horse_armor,identity,high
minecraft:diamond_leggings,minecraft:diamond_leggings,identity,high
minecraft:diamond_nautilus_armor,minecraft:diamond_nautilus_armor,identity,high
minecraft:diamond_ore,minecraft:diamond_ore,identity,high
minecraft:diamond_pickaxe,minecraft:diamond_pickaxe,identity,high
minecraft:diamond_shovel,minecraft:diamond_shovel,identity,high
minecraft:diamond_spear,minecraft:diamond_spear,identity,high
minecraft:diamond_sword,minecraft:diamond_sword,identity,high
minecraft:diorite,minecraft:diorite,identity,high
minecraft:diorite,minecraft:quartz,auto,medium
minecraft:diorite_slab,minecraft:diorite_slab,identity,high
minecraft:diorite_stairs,minecraft:diorite_stairs,identity,high
minecraft:diorite_wall,minecraft:diorite_wall,identity,high
minecraft:dirt,minecraft:dirt,identity,high
minecraft:dirt_path,minecraft:dirt_path,identity,high
minecraft:disc_fragment_5,minecraft:disc_fragment_5,identity,high
minecraft:dispenser,minecraft:bow,auto,medium
minecraft:dispenser,minecraft:dispenser,identity,high
minecraft:dispenser,minecraft:redstone,auto,medium
minecraft:dolphin_spawn_egg,minecraft:dolphin_spawn_egg,identity,high
minecraft:donkey_spawn_egg,minecraft:donkey_spawn_egg,identity,high
minecraft:dragon_breath,minecraft:dragon_breath,identity,high
minecraft:dragon_egg,minecraft:dragon_egg,identity,high
minecraft:dragon_head,minecraft:dragon_head,identity,high
minecraft:dried_ghast,minecraft:dried_ghast,identity,high
minecraft:dried_kelp,minecraft:dried_kelp,identity,high
minecraft:dried_kelp,minecraft:kelp,auto,medium
minecraft:dried_kelp_block,minecraft:dried_kelp_block,identity,high
minecraft:dripstone_block,minecraft:dripstone_block,identity,high
minecraft:dropper,minecraft:dropper,identity,high
minecraft:dropper,minecraft:redstone,auto,medium
minecraft:drowned_spawn_egg,minecraft:drowned_spawn_egg,identity,high
minecraft:dry_short_grass,minecraft:dry_short_grass,identity,high
minecraft:dry_tall_grass,minecraft:dry_tall_grass,identity,high
minecraft:dune_armor_trim_smithing_template,minecraft:dune_armor_trim_smithing_template,identity,high
minecraft:dune_armor_trim_smithing_template,minecraft:sandstone,auto,medium
minecraft:echo_shard,minecraft:echo_shard,identity,high
minecraft:egg,minecraft:egg,identity,high
minecraft:elder_guardian_spawn_egg,minecraft:elder_guardian_spawn_egg,identity,high
minecraft:elytra,minecraft:elytra,identity,high
minecraft:emerald,minecraft:deepslate_emerald_ore,auto,medium
minecraft:emerald,minecraft:emerald,identity,high
minecraft:emerald,minecraft:emerald_ore,auto,medium
minecraft:emerald_block,minecraft:emerald_block,identity,high
minecraft:emerald_ore,minecraft:emerald_ore,identity,high
minecraft:enchanted_book,minecraft:enchanted_book,identity,high
minecraft:enchanted_golden_apple,minecraft:enchanted_golden_apple,identity,high
minecraft:enchanting_table,minecraft:book,auto,medium
minecraft:enchanting_table,minecraft:enchanting_table,identity,high
minecraft:enchanting_table,minecraft:obsidian,auto,medium
minecraft:end_crystal,minecraft:end_crystal,identity,high
minecraft:end_portal_frame,minecraft:end_portal_frame,identity,high
minecraft:end_rod,minecraft:end_rod,identity,high
minecraft:end_stone,minecraft:end_stone,identity,high
minecraft:end_stone_brick_slab,minecraft:end_stone_brick_slab,identity,high
minecraft:end_stone_brick_stairs,minecraft:end_stone_brick_stairs,identity,high
minecraft:end_stone_brick_wall,minecraft:end_stone_brick_wall,identity,high
minecraft:end_stone_bricks,minecraft:end_stone_bricks,identity,high
minecraft:ender_chest,minecraft:ender_chest,identity,high
minecraft:ender_dragon_spawn_egg,minecraft:ender_dragon_spawn_egg,identity,high
minecraft:ender_eye,minecraft:ender_eye,identity,high
minecraft:ender_pearl,minecraft:ender_pearl,identity,high
minecraft:enderman_spawn_egg,minecraft:enderman_spawn_egg,identity,high
minecraft:endermite_spawn_egg,minecraft:endermite_spawn_egg,identity,high
minecraft:evoker_spawn_egg,minecraft:evoker_spawn_egg,identity,high
minecraft:experience_bottle,minecraft:experience_bottle,identity,high
minecraft:explorer_pottery_sherd,minecraft:explorer_pottery_sherd,identity,high
minecraft:exposed_chiseled_copper,minecraft:exposed_chiseled_copper,identity,high
minecraft:exposed_copper,minecraft:exposed_copper,identity,high
minecraft:exposed_copper_bulb,minecraft:exposed_copper_bulb,identity,high
minecraft:exposed_copper_chest,minecraft:exposed_copper_chest,identity,high
minecraft:exposed_copper_door,minecraft:exposed_copper_door,identity,high
minecraft:exposed_copper_golem_statue,minecraft:exposed_copper_golem_statue,identity,high
minecraft:exposed_copper_grate,minecraft:exposed_copper_grate,identity,high
minecraft:exposed_copper_trapdoor,minecraft:exposed_copper_trapdoor,identity,high
minecraft:exposed_cut_copper,minecraft:exposed_cut_copper,identity,high
minecraft:exposed_cut_copper_slab,minecraft:exposed_cut_copper_slab,identity,high
minecraft:exposed_cut_copper_stairs,minecraft:exposed_cut_copper_stairs,identity,high
minecraft:exposed_lightning_rod,minecraft:exposed_lightning_rod,identity,high
minecraft:eye_armor_trim_smithing_template,minecraft:end_stone,auto,medium
minecraft:eye_armor_trim_smithing_template,minecraft:eye_armor_trim_smithing_template,identity,high
minecraft:farmland,minecraft:farmland,identity,high
minecraft:feather,minecraft:feather,identity,high
minecraft:fermented_spider_eye,minecraft:fermented_spider_eye,identity,high
minecraft:fern,minecraft:fern,identity,high
minecraft:fern,minecraft:large_fern,auto,medium
minecraft:field_masoned_banner_pattern,minecraft:field_masoned_banner_pattern,identity,high
minecraft:filled_map,minecraft:filled_map,identity,high
minecraft:fire_charge,minecraft:fire_charge,identity,high
minecraft:fire_coral,minecraft:fire_coral,identity,high
minecraft:fire_coral_block,minecraft:fire_coral_block,identity,high
minecraft:fire_coral_fan,minecraft:fire_coral_fan,identity,high
minecraft:firefly_bush,minecraft:firefly_bush,identity,high
minecraft:firework_rocket,minecraft:firework_rocket,identity,high
minecraft:firework_star,minecraft:firework_star,identity,high
minecraft:fishing_rod,minecraft:fishing_rod,identity,high
minecraft:fletching_table,minecraft:fletching_table,identity,high
minecraft:flint,minecraft:flint,identity,high
minecraft:flint,minecraft:gravel,auto,medium
minecraft:flint_and_steel,minecraft:flint,auto,medium
minecraft:flint_and_steel,minecraft:flint_and_steel,identity,high
minecraft:flow_armor_trim_smithing_template,minecraft:breeze_rod,auto,medium
minecraft:flow_armor_trim_smithing_template,minecraft:flow_armor_trim_smithing_template,identity,high
minecraft:flow_banner_pattern,minecraft:flow_banner_pattern,identity,high
minecraft:flow_pottery_sherd,minecraft:flow_pottery_sherd,identity,high
minecraft:flower_banner_pattern,minecraft:flower_banner_pattern,identity,high
minecraft:flower_pot,minecraft:flower_pot,identity,high
minecraft:flowering_azalea,minecraft:flowering_azalea,identity,high
minecraft:flowering_azalea,minecraft:flowering_azalea_leaves,auto,medium
minecraft:flowering_azalea_leaves,minecraft:flowering_azalea_leaves,identity,high
minecraft:fox_spawn_egg,minecraft:fox_spawn_egg,identity,high
minecraft:friend_pottery_sherd,minecraft:friend_pottery_sherd,identity,high
minecraft:frog_spawn_egg,minecraft:frog_spawn_egg,identity,high
minecraft:frogspawn,minecraft:frogspawn,identity,high
minecraft:furnace,minecraft:furnace,identity,high
minecraft:furnace_minecart,minecraft:furnace_minecart,identity,high
minecraft:ghast_spawn_egg,minecraft:ghast_spawn_egg,identity,high
minecraft:ghast_tear,minecraft:ghast_tear,identity,high
minecraft:gilded_blackstone,minecraft:gilded_blackstone,identity,high
minecraft:glass,minecraft:glass,identity,high
minecraft:glass_bottle,minecraft:glass_bottle,identity,high
minecraft:glass_pane,minecraft:glass_pane,identity,high
minecraft:glistering_melon_slice,minecraft:glistering_melon_slice,identity,high
minecraft:globe_banner_pattern,minecraft:globe_banner_pattern,identity,high
minecraft:glow_berries,minecraft:cave_vines,auto,medium
minecraft:glow_berries,minecraft:cave_vines_plant,auto,medium
minecraft:glow_berries,minecraft:glow_berries,identity,high
minecraft:glow_ink_sac,minecraft:glow_ink_sac,identity,high
minecraft:glow_item_frame,minecraft:glow_item_frame,identity,high
minecraft:glow_lichen,minecraft:glow_lichen,identity,high
minecraft:glow_squid_spawn_egg,minecraft:glow_squid_spawn_egg,identity,high
minecraft:glowstone,minecraft:glowstone,identity,high
minecraft:glowstone_dust,minecraft:glowstone_dust,identity,high
minecraft:goat_horn,minecraft:goat_horn,identity,high
minecraft:goat_spawn_egg,minecraft:goat_spawn_egg,identity,high
minecraft:gold_block,minecraft:gold_block,identity,high
minecraft:gold_ingot,minecraft:deepslate_gold_ore,auto,medium
minecraft:gold_ingot,minecraft:gold_ingot,identity,high
minecraft:gold_ingot,minecraft:gold_ore,auto,medium
minecraft:gold_nugget,minecraft:gold_nugget,identity,high
minecraft:gold_ore,minecraft:gold_ore,identity,high
minecraft:golden_apple,minecraft:apple,auto,medium
minecraft:golden_apple,minecraft:golden_apple,identity,high
minecraft:golden_axe,minecraft:golden_axe,identity,high
minecraft:golden_boots,minecraft:golden_boots,identity,high
minecraft:golden_carrot,minecraft:golden_carrot,identity,high
minecraft:golden_chestplate,minecraft:golden_chestplate,identity,high
minecraft:golden_helmet,minecraft:golden_helmet,identity,high
minecraft:golden_hoe,minecraft:golden_hoe,identity,high
minecraft:golden_horse_armor,minecraft:golden_horse_armor,identity,high
minecraft:golden_leggings,minecraft:golden_leggings,identity,high
minecraft:golden_nautilus_armor,minecraft:golden_nautilus_armor,identity,high
minecraft:golden_pickaxe,minecraft:golden_pickaxe,identity,high
minecraft:golden_shovel,minecraft:golden_shovel,identity,high
minecraft:golden_spear,minecraft:golden_spear,identity,high
minecraft:golden_sword,minecraft:golden_sword,identity,high
minecraft:granite,minecraft:granite,identity,high
minecraft:granite_slab,minecraft:granite_slab,identity,high
minecraft:granite_stairs,minecraft:granite_stairs,identity,high
minecraft:granite_wall,minecraft:granite_wall,identity,high
minecraft:grass_block,minecraft:grass_block,identity,high
minecraft:gravel,minecraft:gravel,identity,high
minecraft:gray_banner,minecraft:gray_banner,identity,high
minecraft:gray_banner,minecraft:gray_wool,auto,medium
minecraft:gray_bed,minecraft:gray_bed,identity,high
minecraft:gray_bundle,minecraft:gray_bundle,identity,high
minecraft:gray_candle,minecraft:gray_candle,identity,high
minecraft:gray_carpet,minecraft:gray_carpet,identity,high
minecraft:gray_concrete,minecraft:gray_concrete,identity,high
minecraft:gray_concrete_powder,minecraft:gray_concrete_powder,identity,high
minecraft:gray_dye,minecraft:gray_dye,identity,high
minecraft:gray_glazed_terracotta,minecraft:gray_glazed_terracotta,identity,high
minecraft:gray_harness,minecraft:gray_harness,identity,high
minecraft:gray_shulker_box,minecraft:gray_shulker_box,identity,high
minecraft:gray_stained_glass,minecraft:gray_stained_glass,identity,high
minecraft:gray_stained_glass_pane,minecraft:gray_stained_glass_pane,identity,high
minecraft:gray_terracotta,minecraft:gray_terracotta,identity,high
minecraft:gray_wool,minecraft:gray_wool,identity,high
minecraft:green_banner,minecraft:green_banner,identity,high
minecraft:green_banner,minecraft:green_wool,auto,medium
minecraft:green_bed,minecraft:green_bed,identity,high
minecraft:green_bundle,minecraft:green_bundle,identity,high
minecraft:green_candle,minecraft:green_candle,identity,high
minecraft:green_carpet,minecraft:green_carpet,identity,high
minecraft:green_concrete,minecraft:green_concrete,identity,high
minecraft:green_concrete_powder,minecraft:green_concrete_powder,identity,high
minecraft:green_dye,minecraft:green_dye,identity,high
minecraft:green_glazed_terracotta,minecraft:green_glazed_terracotta,identity,high
minecraft:green_harness,minecraft:green_harness,identity,high
minecraft:green_shulker_box,minecraft:green_shulker_box,identity,high
minecraft:green_stained_glass,minecraft:green_stained_glass,identity,high
minecraft:green_stained_glass_pane,minecraft:green_stained_glass_pane,identity,high
minecraft:green_terracotta,minecraft:green_terracotta,identity,high
minecraft:green_wool,minecraft:green_wool,identity,high
minecraft:grindstone,minecraft:grindstone,identity,high
minecraft:grindstone,minecraft:stone_slab,auto,medium
minecraft:guardian_spawn_egg,minecraft:guardian_spawn_egg,identity,high
minecraft:gunpowder,minecraft:gunpowder,identity,high
minecraft:guster_banner_pattern,minecraft:guster_banner_pattern,identity,high
minecraft:guster_pottery_sherd,minecraft:guster_pottery_sherd,identity,high
minecraft:hanging_roots,minecraft:hanging_roots,identity,high
minecraft:happy_ghast_spawn_egg,minecraft:happy_ghast_spawn_egg,identity,high
minecraft:hay_block,minecraft:hay_block,identity,high
minecraft:heart_of_the_sea,minecraft:heart_of_the_sea,identity,high
minecraft:heart_pottery_sherd,minecraft:heart_pottery_sherd,identity,high
minecraft:heartbreak_pottery_sherd,minecraft:heartbreak_pottery_sherd,identity,high
minecraft:heavy_core,minecraft:heavy_core,identity,high
minecraft:heavy_weighted_pressure_plate,minecraft:heavy_weighted_pressure_plate,identity,high
minecraft:hoglin_spawn_egg,minecraft:hoglin_spawn_egg,identity,high
minecraft:honey_block,minecraft:honey_block,identity,high
minecraft:honey_bottle,minecraft:honey_bottle,identity,high
minecraft:honeycomb,minecraft:honeycomb,identity,high
minecraft:honeycomb_block,minecraft:honeycomb_block,identity,high
minecraft:hopper,minecraft:hopper,identity,high
minecraft:hopper_minecart,minecraft:hopper_minecart,identity,high
minecraft:horn_coral,minecraft:horn_coral,identity,high
minecraft:horn_coral_block,minecraft:horn_coral_block,identity,high
minecraft:horn_coral_fan,minecraft:horn_coral_fan,identity,high
minecraft:horse_spawn_egg,minecraft:horse_spawn_egg,identity,high
minecraft:host_armor_trim_smithing_template,minecraft:host_armor_trim_smithing_template,identity,high
minecraft:host_armor_trim_smithing_template,minecraft:terracotta,auto,medium
minecraft:howl_pottery_sherd,minecraft:howl_pottery_sherd,identity,high
minecraft:husk_spawn_egg,minecraft:husk_spawn_egg,identity,high
minecraft:ice,minecraft:ice,identity,high
minecraft:infested_chiseled_stone_bricks,minecraft:infested_chiseled_stone_bricks,identity,high
minecraft:infested_cobblestone,minecraft:infested_cobblestone,identity,high
minecraft:infested_cracked_stone_bricks,minecraft:infested_cracked_stone_bricks,identity,high
minecraft:infested_deepslate,minecraft:infested_deepslate,identity,high
minecraft:infested_mossy_stone_bricks,minecraft:infested_mossy_stone_bricks,identity,high
minecraft:infested_stone,minecraft:infested_stone,identity,high
minecraft:infested_stone_bricks,minecraft:infested_stone_bricks,identity,high
minecraft:ink_sac,minecraft:ink_sac,identity,high
minecraft:iron_axe,minecraft:iron_axe,identity,high
minecraft:iron_bars,minecraft:iron_bars,identity,high
minecraft:iron_block,minecraft:iron_block,identity,high
minecraft:iron_boots,minecraft:iron_boots,identity,high
minecraft:iron_chain,minecraft:iron_chain,identity,high
minecraft:iron_chain,minecraft:iron_nugget,auto,medium
minecraft:iron_chestplate,minecraft:iron_chestplate,identity,high
minecraft:iron_door,minecraft:iron_door,identity,high
minecraft:iron_golem_spawn_egg,minecraft:iron_golem_spawn_egg,identity,high
minecraft:iron_helmet,minecraft:iron_helmet,identity,high
minecraft:iron_hoe,minecraft:iron_hoe,identity,high
minecraft:iron_horse_armor,minecraft:iron_horse_armor,identity,high
minecraft:iron_ingot,minecraft:deepslate_iron_ore,auto,medium
minecraft:iron_ingot,minecraft:iron_ingot,identity,high
minecraft:iron_ingot,minecraft:iron_ore,auto,medium
minecraft:iron_leggings,minecraft:iron_leggings,identity,high
minecraft:iron_nautilus_armor,minecraft:iron_nautilus_armor,identity,high
minecraft:iron_nugget,minecraft:iron_nugget,identity,high
minecraft:iron_ore,minecraft:iron_ore,identity,high
minecraft:iron_pickaxe,minecraft:iron_pickaxe,identity,high
minecraft:iron_shovel,minecraft:iron_shovel,identity,high
minecraft:iron_spear,minecraft:iron_spear,identity,high
minecraft:iron_sword,minecraft:iron_sword,identity,high
minecraft:iron_trapdoor,minecraft:iron_trapdoor,identity,high
minecraft:item_frame,minecraft:item_frame,identity,high
minecraft:item_frame,minecraft:leather,auto,medium
minecraft:jack_o_lantern,minecraft:jack_o_lantern,identity,high
minecraft:jigsaw,minecraft:jigsaw,identity,high
minecraft:jukebox,minecraft:jukebox,identity,high
minecraft:jungle_boat,minecraft:jungle_boat,identity,high
minecraft:jungle_button,minecraft:jungle_button,identity,high
minecraft:jungle_chest_boat,minecraft:jungle_boat,auto,medium
minecraft:jungle_chest_boat,minecraft:jungle_chest_boat,identity,high
minecraft:jungle_door,minecraft:jungle_door,identity,high
minecraft:jungle_fence,minecraft:jungle_fence,identity,high
minecraft:jungle_fence,minecraft:jungle_planks,auto,medium
minecraft:jungle_fence_gate,minecraft:jungle_fence_gate,identity,high
minecraft:jungle_fence_gate,minecraft:jungle_planks,auto,medium
minecraft:jungle_hanging_sign,minecraft:jungle_hanging_sign,identity,high
minecraft:jungle_leaves,minecraft:jungle_leaves,identity,high
minecraft:jungle_log,minecraft:jungle_log,identity,high
minecraft:jungle_planks,minecraft:acacia_log,auto,medium
minecraft:jungle_planks,minecraft:birch_log,auto,medium
minecraft:jungle_planks,minecraft:cherry_log,auto,medium
minecraft:jungle_planks,minecraft:dark_oak_log,auto,medium
minecraft:jungle_planks,minecraft:jungle_log,auto,medium
minecraft:jungle_planks,minecraft:jungle_planks,identity,high
minecraft:jungle_planks,minecraft:mangrove_log,auto,medium
minecraft:jungle_planks,minecraft:oak_log,auto,medium
minecraft:jungle_planks,minecraft:spruce_log,auto,medium
minecraft:jungle_pressure_plate,minecraft:jungle_pressure_plate,identity,high
minecraft:jungle_sapling,minecraft:jungle_leaves,auto,medium
minecraft:jungle_sapling,minecraft:jungle_sapling,identity,high
minecraft:jungle_shelf,minecraft:jungle_shelf,identity,high
minecraft:jungle_sign,minecraft:jungle_planks,auto,medium
minecraft:jungle_sign,minecraft:jungle_sign,identity,high
minecraft:jungle_slab,minecraft:jungle_slab,identity,high
minecraft:jungle_stairs,minecraft:jungle_stairs,identity,high
minecraft:jungle_trapdoor,minecraft:jungle_trapdoor,identity,high
minecraft:jungle_wood,minecraft:jungle_wood,identity,high
minecraft:kelp,minecraft:kelp,identity,high
minecraft:knowledge_book,minecraft:knowledge_book,identity,high
minecraft:ladder,minecraft:ladder,identity,high
minecraft:lantern,minecraft:lantern,identity,high
minecraft:lapis_block,minecraft:lapis_block,identity,high
minecraft:lapis_lazuli,minecraft:deepslate_lapis_ore,auto,medium
minecraft:lapis_lazuli,minecraft:lapis_lazuli,identity,high
minecraft:lapis_lazuli,minecraft:lapis_ore,auto,medium
minecraft:lapis_ore,minecraft:lapis_ore,identity,high
minecraft:large_amethyst_bud,minecraft:large_amethyst_bud,identity,high
minecraft:large_fern,minecraft:large_fern,identity,high
minecraft:lava_bucket,minecraft:lava_bucket,identity,high
minecraft:lead,minecraft:lead,identity,high
minecraft:leaf_litter,minecraft:leaf_litter,identity,high
minecraft:leather,minecraft:leather,identity,high
minecraft:leather_boots,minecraft:leather_boots,identity,high
minecraft:leather_chestplate,minecraft:leather_chestplate,identity,high
minecraft:leather_helmet,minecraft:leather_helmet,identity,high
minecraft:leather_horse_armor,minecraft:leather_horse_armor,identity,high
minecraft:leather_leggings,minecraft:leather_leggings,identity,high
minecraft:lectern,minecraft:lectern,identity,high
minecraft:lever,minecraft:lever,identity,high
minecraft:light,minecraft:light,identity,high
minecraft:light_blue_banner,minecraft:light_blue_banner,identity,high
minecraft:light_blue_banner,minecraft:light_blue_wool,auto,medium
minecraft:light_blue_bed,minecraft:light_blue_bed,identity,high
minecraft:light_blue_bundle,minecraft:light_blue_bundle,identity,high
minecraft:light_blue_candle,minecraft:light_blue_candle,identity,high
minecraft:light_blue_carpet,minecraft:light_blue_carpet,identity,high
minecraft:light_blue_concrete,minecraft:light_blue_concrete,identity,high
minecraft:light_blue_concrete_powder,minecraft:light_blue_concrete_powder,identity,high
minecraft:light_blue_dye,minecraft:light_blue_dye,identity,high
minecraft:light_blue_glazed_terracotta,minecraft:light_blue_glazed_terracotta,identity,high
minecraft:light_blue_harness,minecraft:light_blue_harness,identity,high
minecraft:light_blue_shulker_box,minecraft:light_blue_shulker_box,identity,high
minecraft:light_blue_stained_glass,minecraft:light_blue_stained_glass,identity,high
minecraft:light_blue_stained_glass_pane,minecraft:light_blue_stained_glass_pane,identity,high
minecraft:light_blue_terracotta,minecraft:light_blue_terracotta,identity,high
minecraft:light_blue_wool,minecraft:light_blue_wool,identity,high
minecraft:light_gray_banner,minecraft:light_gray_banner,identity,high
minecraft:light_gray_banner,minecraft:light_gray_wool,auto,medium
minecraft:light_gray_bed,minecraft:light_gray_bed,identity,high
minecraft:light_gray_bundle,minecraft:light_gray_bundle,identity,high
minecraft:light_gray_candle,minecraft:light_gray_candle,identity,high
minecraft:light_gray_carpet,minecraft:light_gray_carpet,identity,high
minecraft:light_gray_concrete,minecraft:light_gray_concrete,identity,high
minecraft:light_gray_concrete_powder,minecraft:light_gray_concrete_powder,identity,high
minecraft:light_gray_dye,minecraft:light_gray_dye,identity,high
minecraft:light_gray_glazed_terracotta,minecraft:light_gray_glazed_terracotta,identity,high
minecraft:light_gray_harness,minecraft:light_gray_harness,identity,high
minecraft:light_gray_shulker_box,minecraft:light_gray_shulker_box,identity,high
minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,identity,high
minecraft:light_gray_stained_glass_pane,minecraft:light_gray_stained_glass_pane,identity,high
minecraft:light_gray_terracotta,minecraft:light_gray_terracotta,identity,high
minecraft:light_gray_wool,minecraft:light_gray_wool,identity,high
minecraft:light_weighted_pressure_plate,minecraft:light_weighted_pressure_plate,identity,high
minecraft:lightning_rod,minecraft:lightning_rod,identity,high
minecraft:lilac,minecraft:lilac,identity,high
minecraft:lily_of_the_valley,minecraft:lily_of_the_valley,identity,high
minecraft:lily_pad,minecraft:lily_pad,identity,high
minecraft:lime_banner,minecraft:lime_banner,identity,high
minecraft:lime_banner,minecraft:lime_wool,auto,medium
minecraft:lime_bed,minecraft:lime_bed,identity,high
minecraft:lime_bundle,minecraft:lime_bundle,identity,high
minecraft:lime_candle,minecraft:lime_candle,identity,high
minecraft:lime_carpet,minecraft:lime_carpet,identity,high
minecraft:lime_concrete,minecraft:lime_concrete,identity,high
