output_item_id,output_count,input_item_id,input_count,station,recipe_id,recipe_type
minecraft:cyan_bed,1,minecraft:cyan_dye,1,CRAFTING_TABLE,dye_cyan_bed,minecraft:crafting_shapeless
minecraft:cyan_candle,1,minecraft:candle,1,CRAFTING_TABLE,cyan_candle,minecraft:crafting_shapeless
minecraft:cyan_candle,1,minecraft:cyan_dye,1,CRAFTING_TABLE,cyan_candle,minecraft:crafting_shapeless
minecraft:cyan_carpet,3,minecraft:cyan_wool,2,CRAFTING_TABLE,cyan_carpet,minecraft:crafting_shaped
minecraft:cyan_carpet,1,minecraft:black_carpet,1,CRAFTING_TABLE,dye_cyan_carpet,minecraft:crafting_shapeless
minecraft:cyan_carpet,1,minecraft:cyan_dye,1,CRAFTING_TABLE,dye_cyan_carpet,minecraft:crafting_shapeless
minecraft:cyan_concrete_powder,8,minecraft:cyan_dye,1,CRAFTING_TABLE,cyan_concrete_powder,minecraft:crafting_shapeless
minecraft:cyan_concrete_powder,8,minecraft:gravel,4,CRAFTING_TABLE,cyan_concrete_powder,minecraft:crafting_shapeless
minecraft:cyan_concrete_powder,8,minecraft:sand,4,CRAFTING_TABLE,cyan_concrete_powder,minecraft:crafting_shapeless
minecraft:cyan_dye,2,minecraft:blue_dye,1,CRAFTING_TABLE,cyan_dye,minecraft:crafting_shapeless
minecraft:cyan_dye,2,minecraft:green_dye,1,CRAFTING_TABLE,cyan_dye,minecraft:crafting_shapeless
minecraft:cyan_dye,2,minecraft:pitcher_plant,1,CRAFTING_TABLE,cyan_dye_from_pitcher_plant,minecraft:crafting_shapeless
minecraft:cyan_glazed_terracotta,1,minecraft:cyan_terracotta,1,FURNACE,cyan_glazed_terracotta,minecraft:smelting
minecraft:cyan_harness,1,minecraft:cyan_wool,1,CRAFTING_TABLE,cyan_harness,minecraft:crafting_shaped
minecraft:cyan_harness,1,minecraft:glass,2,CRAFTING_TABLE,cyan_harness,minecraft:crafting_shaped
minecraft:cyan_harness,1,minecraft:leather,3,CRAFTING_TABLE,cyan_harness,minecraft:crafting_shaped
minecraft:cyan_harness,1,minecraft:black_harness,1,CRAFTING_TABLE,dye_cyan_harness,minecraft:crafting_shapeless
minecraft:cyan_harness,1,minecraft:cyan_dye,1,CRAFTING_TABLE,dye_cyan_harness,minecraft:crafting_shapeless
minecraft:cyan_stained_glass,8,minecraft:cyan_dye,1,CRAFTING_TABLE,cyan_stained_glass,minecraft:crafting_shaped
minecraft:cyan_stained_glass,8,minecraft:glass,8,CRAFTING_TABLE,cyan_stained_glass,minecraft:crafting_shaped
minecraft:cyan_stained_glass_pane,16,minecraft:cyan_stained_glass,6,CRAFTING_TABLE,cyan_stained_glass_pane,minecraft:crafting_shaped
minecraft:cyan_stained_glass_pane,8,minecraft:cyan_dye,1,CRAFTING_TABLE,cyan_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:cyan_stained_glass_pane,8,minecraft:glass_pane,8,CRAFTING_TABLE,cyan_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:cyan_terracotta,8,minecraft:cyan_dye,1,CRAFTING_TABLE,cyan_terracotta,minecraft:crafting_shaped
minecraft:cyan_terracotta,8,minecraft:terracotta,8,CRAFTING_TABLE,cyan_terracotta,minecraft:crafting_shaped
minecraft:cyan_wool,1,minecraft:black_wool,1,CRAFTING_TABLE,dye_cyan_wool,minecraft:crafting_shapeless
minecraft:cyan_wool,1,minecraft:cyan_dye,1,CRAFTING_TABLE,dye_cyan_wool,minecraft:crafting_shapeless
minecraft:dark_oak_boat,1,minecraft:dark_oak_planks,5,CRAFTING_TABLE,dark_oak_boat,minecraft:crafting_shaped
minecraft:dark_oak_button,1,minecraft:dark_oak_planks,1,CRAFTING_TABLE,dark_oak_button,minecraft:crafting_shapeless
minecraft:dark_oak_chest_boat,1,minecraft:chest,1,CRAFTING_TABLE,dark_oak_chest_boat,minecraft:crafting_shapeless
minecraft:dark_oak_chest_boat,1,minecraft:dark_oak_boat,1,CRAFTING_TABLE,dark_oak_chest_boat,minecraft:crafting_shapeless
minecraft:dark_oak_door,3,minecraft:dark_oak_planks,6,CRAFTING_TABLE,dark_oak_door,minecraft:crafting_shaped
minecraft:dark_oak_fence,3,minecraft:dark_oak_planks,4,CRAFTING_TABLE,dark_oak_fence,minecraft:crafting_shaped
minecraft:dark_oak_fence,3,minecraft:stick,2,CRAFTING_TABLE,dark_oak_fence,minecraft:crafting_shaped
minecraft:dark_oak_fence_gate,1,minecraft:dark_oak_planks,2,CRAFTING_TABLE,dark_oak_fence_gate,minecraft:crafting_shaped
minecraft:dark_oak_fence_gate,1,minecraft:stick,4,CRAFTING_TABLE,dark_oak_fence_gate,minecraft:crafting_shaped
minecraft:dark_oak_hanging_sign,6,minecraft:iron_chain,2,CRAFTING_TABLE,dark_oak_hanging_sign,minecraft:crafting_shaped
minecraft:dark_oak_hanging_sign,6,minecraft:stripped_dark_oak_log,6,CRAFTING_TABLE,dark_oak_hanging_sign,minecraft:crafting_shaped
minecraft:dark_oak_pressure_plate,1,minecraft:dark_oak_planks,2,CRAFTING_TABLE,dark_oak_pressure_plate,minecraft:crafting_shaped
minecraft:dark_oak_shelf,6,minecraft:stripped_dark_oak_log,6,CRAFTING_TABLE,dark_oak_shelf,minecraft:crafting_shaped
minecraft:dark_oak_sign,3,minecraft:dark_oak_planks,6,CRAFTING_TABLE,dark_oak_sign,minecraft:crafting_shaped
minecraft:dark_oak_sign,3,minecraft:stick,1,CRAFTING_TABLE,dark_oak_sign,minecraft:crafting_shaped
minecraft:dark_oak_slab,6,minecraft:dark_oak_planks,3,CRAFTING_TABLE,dark_oak_slab,minecraft:crafting_shaped
minecraft:dark_oak_stairs,4,minecraft:dark_oak_planks,6,CRAFTING_TABLE,dark_oak_stairs,minecraft:crafting_shaped
minecraft:dark_oak_trapdoor,2,minecraft:dark_oak_planks,6,CRAFTING_TABLE,dark_oak_trapdoor,minecraft:crafting_shaped
minecraft:dark_oak_wood,3,minecraft:dark_oak_log,4,CRAFTING_TABLE,dark_oak_wood,minecraft:crafting_shaped
minecraft:dark_prismarine,1,minecraft:black_dye,1,CRAFTING_TABLE,dark_prismarine,minecraft:crafting_shaped
minecraft:dark_prismarine,1,minecraft:prismarine_shard,8,CRAFTING_TABLE,dark_prismarine,minecraft:crafting_shaped
minecraft:dark_prismarine_slab,6,minecraft:dark_prismarine,3,CRAFTING_TABLE,dark_prismarine_slab,minecraft:crafting_shaped
minecraft:dark_prismarine_slab,2,minecraft:dark_prismarine,1,STONECUTTER,dark_prismarine_slab_from_dark_prismarine_stonecutting,minecraft:stonecutting
minecraft:dark_prismarine_stairs,4,minecraft:dark_prismarine,6,CRAFTING_TABLE,dark_prismarine_stairs,minecraft:crafting_shaped
minecraft:dark_prismarine_stairs,1,minecraft:dark_prismarine,1,STONECUTTER,dark_prismarine_stairs_from_dark_prismarine_stonecutting,minecraft:stonecutting
minecraft:daylight_detector,1,minecraft:glass,3,CRAFTING_TABLE,daylight_detector,minecraft:crafting_shaped
minecraft:daylight_detector,1,minecraft:quartz,3,CRAFTING_TABLE,daylight_detector,minecraft:crafting_shaped
minecraft:decorated_pot,1,minecraft:brick,4,CRAFTING_TABLE,decorated_pot_simple,minecraft:crafting_shaped
minecraft:deepslate,1,minecraft:cobbled_deepslate,1,FURNACE,deepslate,minecraft:smelting
minecraft:deepslate_brick_slab,6,minecraft:deepslate_bricks,3,CRAFTING_TABLE,deepslate_brick_slab,minecraft:crafting_shaped
minecraft:deepslate_brick_slab,2,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_brick_slab_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_slab,2,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_brick_slab_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_slab,2,minecraft:polished_deepslate,1,STONECUTTER,deepslate_brick_slab_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_stairs,4,minecraft:deepslate_bricks,6,CRAFTING_TABLE,deepslate_brick_stairs,minecraft:crafting_shaped
minecraft:deepslate_brick_stairs,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_brick_stairs_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_stairs,1,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_brick_stairs_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_stairs,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_brick_stairs_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_wall,6,minecraft:deepslate_bricks,6,CRAFTING_TABLE,deepslate_brick_wall,minecraft:crafting_shaped
minecraft:deepslate_brick_wall,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_brick_wall_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_wall,1,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_brick_wall_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_brick_wall,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_brick_wall_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_bricks,4,minecraft:polished_deepslate,4,CRAFTING_TABLE,deepslate_bricks,minecraft:crafting_shaped
minecraft:deepslate_bricks,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_bricks_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_bricks,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_bricks_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_slab,6,minecraft:deepslate_tiles,3,CRAFTING_TABLE,deepslate_tile_slab,minecraft:crafting_shaped
minecraft:deepslate_tile_slab,2,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_tile_slab_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_slab,2,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_tile_slab_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_slab,2,minecraft:deepslate_tiles,1,STONECUTTER,deepslate_tile_slab_from_deepslate_tiles_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_slab,2,minecraft:polished_deepslate,1,STONECUTTER,deepslate_tile_slab_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_stairs,4,minecraft:deepslate_tiles,6,CRAFTING_TABLE,deepslate_tile_stairs,minecraft:crafting_shaped
minecraft:deepslate_tile_stairs,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_tile_stairs_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_stairs,1,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_tile_stairs_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_stairs,1,minecraft:deepslate_tiles,1,STONECUTTER,deepslate_tile_stairs_from_deepslate_tiles_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_stairs,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_tile_stairs_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_wall,6,minecraft:deepslate_tiles,6,CRAFTING_TABLE,deepslate_tile_wall,minecraft:crafting_shaped
minecraft:deepslate_tile_wall,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_tile_wall_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_wall,1,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_tile_wall_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_wall,1,minecraft:deepslate_tiles,1,STONECUTTER,deepslate_tile_wall_from_deepslate_tiles_stonecutting,minecraft:stonecutting
minecraft:deepslate_tile_wall,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_tile_wall_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tiles,4,minecraft:deepslate_bricks,4,CRAFTING_TABLE,deepslate_tiles,minecraft:crafting_shaped
minecraft:deepslate_tiles,1,minecraft:cobbled_deepslate,1,STONECUTTER,deepslate_tiles_from_cobbled_deepslate_stonecutting,minecraft:stonecutting
minecraft:deepslate_tiles,1,minecraft:deepslate_bricks,1,STONECUTTER,deepslate_tiles_from_deepslate_bricks_stonecutting,minecraft:stonecutting
minecraft:deepslate_tiles,1,minecraft:polished_deepslate,1,STONECUTTER,deepslate_tiles_from_polished_deepslate_stonecutting,minecraft:stonecutting
minecraft:detector_rail,6,minecraft:iron_ingot,6,CRAFTING_TABLE,detector_rail,minecraft:crafting_shaped
minecraft:detector_rail,6,minecraft:redstone,1,CRAFTING_TABLE,detector_rail,minecraft:crafting_shaped
minecraft:detector_rail,6,minecraft:stone_pressure_plate,1,CRAFTING_TABLE,detector_rail,minecraft:crafting_shaped
minecraft:diamond,9,minecraft:diamond_block,1,CRAFTING_TABLE,diamond,minecraft:crafting_shapeless
minecraft:diamond,1,minecraft:deepslate_diamond_ore,1,FURNACE,diamond_from_blasting_deepslate_diamond_ore,minecraft:blasting
minecraft:diamond,1,minecraft:diamond_ore,1,FURNACE,diamond_from_blasting_diamond_ore,minecraft:blasting
minecraft:diamond,1,minecraft:deepslate_diamond_ore,1,FURNACE,diamond_from_smelting_deepslate_diamond_ore,minecraft:smelting
minecraft:diamond,1,minecraft:diamond_ore,1,FURNACE,diamond_from_smelting_diamond_ore,minecraft:smelting
minecraft:diamond_axe,1,minecraft:stick,2,CRAFTING_TABLE,diamond_axe,minecraft:crafting_shaped
minecraft:diamond_block,1,minecraft:diamond,9,CRAFTING_TABLE,diamond_block,minecraft:crafting_shaped
minecraft:diamond_boots,1,minecraft:diamond,4,CRAFTING_TABLE,diamond_boots,minecraft:crafting_shaped
minecraft:diamond_chestplate,1,minecraft:diamond,8,CRAFTING_TABLE,diamond_chestplate,minecraft:crafting_shaped
minecraft:diamond_helmet,1,minecraft:diamond,5,CRAFTING_TABLE,diamond_helmet,minecraft:crafting_shaped
minecraft:diamond_hoe,1,minecraft:stick,2,CRAFTING_TABLE,diamond_hoe,minecraft:crafting_shaped
minecraft:diamond_leggings,1,minecraft:diamond,7,CRAFTING_TABLE,diamond_leggings,minecraft:crafting_shaped
minecraft:diamond_pickaxe,1,minecraft:stick,2,CRAFTING_TABLE,diamond_pickaxe,minecraft:crafting_shaped
minecraft:diamond_shovel,1,minecraft:stick,2,CRAFTING_TABLE,diamond_shovel,minecraft:crafting_shaped
minecraft:diamond_spear,1,minecraft:stick,2,CRAFTING_TABLE,diamond_spear,minecraft:crafting_shaped
minecraft:diamond_sword,1,minecraft:stick,1,CRAFTING_TABLE,diamond_sword,minecraft:crafting_shaped
minecraft:diorite,2,minecraft:cobblestone,2,CRAFTING_TABLE,diorite,minecraft:crafting_shaped
minecraft:diorite,2,minecraft:quartz,2,CRAFTING_TABLE,diorite,minecraft:crafting_shaped
minecraft:diorite_slab,6,minecraft:diorite,3,CRAFTING_TABLE,diorite_slab,minecraft:crafting_shaped
minecraft:diorite_slab,2,minecraft:diorite,1,STONECUTTER,diorite_slab_from_diorite_stonecutting,minecraft:stonecutting
minecraft:diorite_stairs,4,minecraft:diorite,6,CRAFTING_TABLE,diorite_stairs,minecraft:crafting_shaped
minecraft:diorite_stairs,1,minecraft:diorite,1,STONECUTTER,diorite_stairs_from_diorite_stonecutting,minecraft:stonecutting
minecraft:diorite_wall,6,minecraft:diorite,6,CRAFTING_TABLE,diorite_wall,minecraft:crafting_shaped
minecraft:diorite_wall,1,minecraft:diorite,1,STONECUTTER,diorite_wall_from_diorite_stonecutting,minecraft:stonecutting
minecraft:dispenser,1,minecraft:bow,1,CRAFTING_TABLE,dispenser,minecraft:crafting_shaped
minecraft:dispenser,1,minecraft:cobblestone,7,CRAFTING_TABLE,dispenser,minecraft:crafting_shaped
minecraft:dispenser,1,minecraft:redstone,1,CRAFTING_TABLE,dispenser,minecraft:crafting_shaped
minecraft:dried_ghast,1,minecraft:ghast_tear,8,CRAFTING_TABLE,dried_ghast,minecraft:crafting_shaped
minecraft:dried_ghast,1,minecraft:soul_sand,1,CRAFTING_TABLE,dried_ghast,minecraft:crafting_shaped
minecraft:dried_kelp,9,minecraft:dried_kelp_block,1,CRAFTING_TABLE,dried_kelp,minecraft:crafting_shapeless
minecraft:dried_kelp,1,minecraft:kelp,1,FURNACE,dried_kelp_from_campfire_cooking,minecraft:campfire_cooking
minecraft:dried_kelp,1,minecraft:kelp,1,FURNACE,dried_kelp_from_smelting,minecraft:smelting
minecraft:dried_kelp,1,minecraft:kelp,1,FURNACE,dried_kelp_from_smoking,minecraft:smoking
minecraft:dried_kelp_block,1,minecraft:dried_kelp,9,CRAFTING_TABLE,dried_kelp_block,minecraft:crafting_shaped
minecraft:dripstone_block,1,minecraft:pointed_dripstone,4,CRAFTING_TABLE,dripstone_block,minecraft:crafting_shaped
minecraft:dropper,1,minecraft:cobblestone,7,CRAFTING_TABLE,dropper,minecraft:crafting_shaped
minecraft:dropper,1,minecraft:redstone,1,CRAFTING_TABLE,dropper,minecraft:crafting_shaped
minecraft:dune_armor_trim_smithing_template,2,minecraft:diamond,7,CRAFTING_TABLE,dune_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:dune_armor_trim_smithing_template,2,minecraft:dune_armor_trim_smithing_template,1,CRAFTING_TABLE,dune_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:dune_armor_trim_smithing_template,2,minecraft:sandstone,1,CRAFTING_TABLE,dune_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:emerald,9,minecraft:emerald_block,1,CRAFTING_TABLE,emerald,minecraft:crafting_shapeless
minecraft:emerald,1,minecraft:deepslate_emerald_ore,1,FURNACE,emerald_from_blasting_deepslate_emerald_ore,minecraft:blasting
minecraft:emerald,1,minecraft:emerald_ore,1,FURNACE,emerald_from_blasting_emerald_ore,minecraft:blasting
minecraft:emerald,1,minecraft:deepslate_emerald_ore,1,FURNACE,emerald_from_smelting_deepslate_emerald_ore,minecraft:smelting
minecraft:emerald,1,minecraft:emerald_ore,1,FURNACE,emerald_from_smelting_emerald_ore,minecraft:smelting
minecraft:emerald_block,1,minecraft:emerald,9,CRAFTING_TABLE,emerald_block,minecraft:crafting_shaped
minecraft:enchanting_table,1,minecraft:book,1,CRAFTING_TABLE,enchanting_table,minecraft:crafting_shaped
minecraft:enchanting_table,1,minecraft:diamond,2,CRAFTING_TABLE,enchanting_table,minecraft:crafting_shaped
minecraft:enchanting_table,1,minecraft:obsidian,4,CRAFTING_TABLE,enchanting_table,minecraft:crafting_shaped
minecraft:end_crystal,1,minecraft:ender_eye,1,CRAFTING_TABLE,end_crystal,minecraft:crafting_shaped
minecraft:end_crystal,1,minecraft:ghast_tear,1,CRAFTING_TABLE,end_crystal,minecraft:crafting_shaped
minecraft:end_crystal,1,minecraft:glass,7,CRAFTING_TABLE,end_crystal,minecraft:crafting_shaped
minecraft:end_rod,4,minecraft:blaze_rod,1,CRAFTING_TABLE,end_rod,minecraft:crafting_shaped
minecraft:end_rod,4,minecraft:popped_chorus_fruit,1,CRAFTING_TABLE,end_rod,minecraft:crafting_shaped
minecraft:end_stone_brick_slab,6,minecraft:end_stone_bricks,3,CRAFTING_TABLE,end_stone_brick_slab,minecraft:crafting_shaped
minecraft:end_stone_brick_slab,2,minecraft:end_stone_bricks,1,STONECUTTER,end_stone_brick_slab_from_end_stone_brick_stonecutting,minecraft:stonecutting
minecraft:end_stone_brick_slab,2,minecraft:end_stone,1,STONECUTTER,end_stone_brick_slab_from_end_stone_stonecutting,minecraft:stonecutting
minecraft:end_stone_brick_stairs,4,minecraft:end_stone_bricks,6,CRAFTING_TABLE,end_stone_brick_stairs,minecraft:crafting_shaped
minecraft:end_stone_brick_stairs,1,minecraft:end_stone_bricks,1,STONECUTTER,end_stone_brick_stairs_from_end_stone_brick_stonecutting,minecraft:stonecutting
minecraft:end_stone_brick_stairs,1,minecraft:end_stone,1,STONECUTTER,end_stone_brick_stairs_from_end_stone_stonecutting,minecraft:stonecutting
minecraft:end_stone_brick_wall,6,minecraft:end_stone_bricks,6,CRAFTING_TABLE,end_stone_brick_wall,minecraft:crafting_shaped
minecraft:end_stone_brick_wall,1,minecraft:end_stone_bricks,1,STONECUTTER,end_stone_brick_wall_from_end_stone_brick_stonecutting,minecraft:stonecutting
minecraft:end_stone_brick_wall,1,minecraft:end_stone,1,STONECUTTER,end_stone_brick_wall_from_end_stone_stonecutting,minecraft:stonecutting
minecraft:end_stone_bricks,4,minecraft:end_stone,4,CRAFTING_TABLE,end_stone_bricks,minecraft:crafting_shaped
minecraft:end_stone_bricks,1,minecraft:end_stone,1,STONECUTTER,end_stone_bricks_from_end_stone_stonecutting,minecraft:stonecutting
minecraft:ender_chest,1,minecraft:ender_eye,1,CRAFTING_TABLE,ender_chest,minecraft:crafting_shaped
minecraft:ender_chest,1,minecraft:obsidian,8,CRAFTING_TABLE,ender_chest,minecraft:crafting_shaped
minecraft:ender_eye,1,minecraft:blaze_powder,1,CRAFTING_TABLE,ender_eye,minecraft:crafting_shapeless
minecraft:ender_eye,1,minecraft:ender_pearl,1,CRAFTING_TABLE,ender_eye,minecraft:crafting_shapeless
minecraft:exposed_chiseled_copper,1,minecraft:exposed_cut_copper_slab,2,CRAFTING_TABLE,exposed_chiseled_copper,minecraft:crafting_shaped
minecraft:exposed_chiseled_copper,4,minecraft:exposed_copper,1,STONECUTTER,exposed_chiseled_copper_from_exposed_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_chiseled_copper,1,minecraft:exposed_cut_copper,1,STONECUTTER,exposed_chiseled_copper_from_exposed_cut_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_copper_bulb,4,minecraft:blaze_rod,1,CRAFTING_TABLE,exposed_copper_bulb,minecraft:crafting_shaped
minecraft:exposed_copper_bulb,4,minecraft:exposed_copper,3,CRAFTING_TABLE,exposed_copper_bulb,minecraft:crafting_shaped
minecraft:exposed_copper_bulb,4,minecraft:redstone,1,CRAFTING_TABLE,exposed_copper_bulb,minecraft:crafting_shaped
minecraft:exposed_copper_grate,4,minecraft:exposed_copper,4,CRAFTING_TABLE,exposed_copper_grate,minecraft:crafting_shaped
minecraft:exposed_copper_grate,4,minecraft:exposed_copper,1,STONECUTTER,exposed_copper_grate_from_exposed_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_cut_copper,4,minecraft:exposed_copper,4,CRAFTING_TABLE,exposed_cut_copper,minecraft:crafting_shaped
minecraft:exposed_cut_copper,4,minecraft:exposed_copper,1,STONECUTTER,exposed_cut_copper_from_exposed_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_cut_copper_slab,6,minecraft:exposed_cut_copper,3,CRAFTING_TABLE,exposed_cut_copper_slab,minecraft:crafting_shaped
minecraft:exposed_cut_copper_slab,8,minecraft:exposed_copper,1,STONECUTTER,exposed_cut_copper_slab_from_exposed_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_cut_copper_slab,2,minecraft:exposed_cut_copper,1,STONECUTTER,exposed_cut_copper_slab_from_exposed_cut_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_cut_copper_stairs,4,minecraft:exposed_cut_copper,6,CRAFTING_TABLE,exposed_cut_copper_stairs,minecraft:crafting_shaped
minecraft:exposed_cut_copper_stairs,4,minecraft:exposed_copper,1,STONECUTTER,exposed_cut_copper_stairs_from_exposed_copper_stonecutting,minecraft:stonecutting
minecraft:exposed_cut_copper_stairs,1,minecraft:exposed_cut_copper,1,STONECUTTER,exposed_cut_copper_stairs_from_exposed_cut_copper_stonecutting,minecraft:stonecutting
minecraft:eye_armor_trim_smithing_template,2,minecraft:diamond,7,CRAFTING_TABLE,eye_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:eye_armor_trim_smithing_template,2,minecraft:end_stone,1,CRAFTING_TABLE,eye_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:eye_armor_trim_smithing_template,2,minecraft:eye_armor_trim_smithing_template,1,CRAFTING_TABLE,eye_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:fermented_spider_eye,1,minecraft:brown_mushroom,1,CRAFTING_TABLE,fermented_spider_eye,minecraft:crafting_shapeless
minecraft:fermented_spider_eye,1,minecraft:spider_eye,1,CRAFTING_TABLE,fermented_spider_eye,minecraft:crafting_shapeless
minecraft:fermented_spider_eye,1,minecraft:sugar,1,CRAFTING_TABLE,fermented_spider_eye,minecraft:crafting_shapeless
minecraft:field_masoned_banner_pattern,1,minecraft:bricks,1,CRAFTING_TABLE,field_masoned_banner_pattern,minecraft:crafting_shapeless
minecraft:field_masoned_banner_pattern,1,minecraft:paper,1,CRAFTING_TABLE,field_masoned_banner_pattern,minecraft:crafting_shapeless
minecraft:fire_charge,3,minecraft:blaze_powder,1,CRAFTING_TABLE,fire_charge,minecraft:crafting_shapeless
minecraft:fire_charge,3,minecraft:charcoal,1,CRAFTING_TABLE,fire_charge,minecraft:crafting_shapeless
minecraft:fire_charge,3,minecraft:gunpowder,1,CRAFTING_TABLE,fire_charge,minecraft:crafting_shapeless
minecraft:firework_rocket,3,minecraft:gunpowder,1,CRAFTING_TABLE,firework_rocket_simple,minecraft:crafting_shapeless
minecraft:firework_rocket,3,minecraft:paper,1,CRAFTING_TABLE,firework_rocket_simple,minecraft:crafting_shapeless
minecraft:fishing_rod,1,minecraft:stick,3,CRAFTING_TABLE,fishing_rod,minecraft:crafting_shaped
minecraft:fishing_rod,1,minecraft:string,2,CRAFTING_TABLE,fishing_rod,minecraft:crafting_shaped
minecraft:fletching_table,1,minecraft:flint,2,CRAFTING_TABLE,fletching_table,minecraft:crafting_shaped
minecraft:flint_and_steel,1,minecraft:flint,1,CRAFTING_TABLE,flint_and_steel,minecraft:crafting_shapeless
minecraft:flint_and_steel,1,minecraft:iron_ingot,1,CRAFTING_TABLE,flint_and_steel,minecraft:crafting_shapeless
minecraft:flow_armor_trim_smithing_template,2,minecraft:breeze_rod,1,CRAFTING_TABLE,flow_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:flow_armor_trim_smithing_template,2,minecraft:diamond,7,CRAFTING_TABLE,flow_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:flow_armor_trim_smithing_template,2,minecraft:flow_armor_trim_smithing_template,1,CRAFTING_TABLE,flow_armor_trim_smithing_template,minecraft:crafting_shaped
minecraft:flower_banner_pattern,1,minecraft:oxeye_daisy,1,CRAFTING_TABLE,flower_banner_pattern,minecraft:crafting_shapeless
minecraft:flower_banner_pattern,1,minecraft:paper,1,CRAFTING_TABLE,flower_banner_pattern,minecraft:crafting_shapeless
minecraft:flower_pot,1,minecraft:brick,3,CRAFTING_TABLE,flower_pot,minecraft:crafting_shaped
minecraft:furnace_minecart,1,minecraft:furnace,1,CRAFTING_TABLE,furnace_minecart,minecraft:crafting_shapeless
minecraft:furnace_minecart,1,minecraft:minecart,1,CRAFTING_TABLE,furnace_minecart,minecraft:crafting_shapeless
minecraft:glass_bottle,3,minecraft:glass,3,CRAFTING_TABLE,glass_bottle,minecraft:crafting_shaped
minecraft:glass_pane,16,minecraft:glass,6,CRAFTING_TABLE,glass_pane,minecraft:crafting_shaped
minecraft:glistering_melon_slice,1,minecraft:gold_nugget,8,CRAFTING_TABLE,glistering_melon_slice,minecraft:crafting_shaped
minecraft:glistering_melon_slice,1,minecraft:melon_slice,1,CRAFTING_TABLE,glistering_melon_slice,minecraft:crafting_shaped
minecraft:glow_item_frame,1,minecraft:glow_ink_sac,1,CRAFTING_TABLE,glow_item_frame,minecraft:crafting_shapeless
